Temperature,Humidity,AQI,Season,air_pressure,Cocoon_SuccessRate
22.65949759,63.23065801,118.6170389,Winter,1016.671816,0.667
31.31973607,61.702168,142.5889415,Summer,1010.12702,0.459
20.52614266,77.58779036,99.42141743,Winter,1018.169174,0.608
33.16456997,84.88615554,199.1029269,Stress,1008.797295,0
33.50686256,66.12352049,145.4387278,Summer,1007.636969,0.406
34.23219881,86.18097079,187.5961226,Stress,1006.813423,0
24.64638272,68.60759719,165.3131347,Rainy,1015.543361,0.679
34.08633078,65.47316837,64.8847539,Summer,1008.218811,0.442
23.76432154,78.51873347,110.9741014,Winter,1014.632244,0.724
21.09220177,69.69586141,107.7527862,Winter,1018.867435,0.628
27.4422333,64.28848729,187.436117,Stress,1012.433596,0.104
28.05764441,67.2811684,182.1803913,Stress,1012.320331,0.114
34.04027716,63.48434593,145.8733766,Summer,1007.836055,0.395
30.3251044,83.64606729,187.5304197,Stress,1010.403191,0.057
25.74473553,68.69058949,169.5268962,Rainy,1014.798159,0.673
25.5089705,87.1147813,191.5192701,Stress,1015.118801,0.056
23.80406609,64.48917264,127.8931537,Winter,1015.223035,0.707
21.385685,75.3702934,109.4526763,Winter,1018.364878,0.635
22.92411392,62.22007019,187.5643643,Stress,1016.836208,0.073
23.16084082,73.47594262,112.121549,Winter,1016.997574,0.69
29.67134489,67.62572771,144.0704268,Summer,1010.210741,0.523
34.74230402,74.82536358,188.2587604,Stress,1007.240437,0
34.74042208,67.16455932,198.9457805,Stress,1007.613881,0
23.54852926,73.0101573,168.5155036,Rainy,1016.542383,0.683
29.27390005,69.5174372,145.2597989,Summer,1012.374725,0.534
27.97278813,77.11907858,79.16510646,Rainy,1012.632152,0.767
21.42169991,75.93398141,60.55047557,Winter,1017.768008,0.638
31.35176037,63.33970853,63.59466243,Summer,1010.069245,0.527
23.26144979,75.82759645,192.6876544,Stress,1016.020962,0.086
20.973631,77.52465208,149.7084709,Winter,1018.520917,0.564
24.0479289,79.75333109,139.0889019,Rainy,1016.456772,0.716
20.17496793,72.32309414,189.9121905,Stress,1019.866638,0.01
21.69205661,65.49886013,87.98826801,Winter,1018.354524,0.647
25.46904257,73.64902993,138.8096719,Rainy,1014.366373,0.716
31.90661256,60.49488547,186.2672196,Stress,1010.10065,0
34.32780979,64.44072795,190.0527275,Stress,1007.755444,0
28.89147321,67.57293811,130.4265547,Rainy,1011.299991,0.726
30.47895833,68.69665538,91.39206816,Summer,1009.802234,0.55
34.03193782,68.27888108,148.0900996,Summer,1007.512675,0.387
31.62448462,70.1287672,137.2741432,Summer,1009.956752,0.474
22.64522699,63.95455187,192.2376583,Stress,1017.682796,0.078
32.8288005,63.69078542,75.20825879,Summer,1007.86297,0.487
34.67532481,77.48654301,184.0683688,Stress,1005.867309,0
25.70484433,68.22982591,191.5799346,Stress,1014.848131,0.089
22.75196924,68.16128634,127.2631079,Winter,1017.246066,0.656
32.34067961,66.73873803,93.67431737,Summer,1007.427216,0.494
23.16107446,73.32045268,135.3637766,Winter,1017.023221,0.658
31.02325471,68.16820207,118.7586859,Summer,1010.942947,0.519
34.20486758,65.42849616,146.9220457,Summer,1007.632882,0.383
33.35639409,69.74626081,197.1810845,Stress,1008.312598,0
21.87189368,64.7368901,64.36351754,Winter,1018.115787,0.674
20.03836293,80.51591785,56.96992693,Rainy,1019.292525,0.652
31.47556811,84.00652914,143.3695004,Rainy,1009.965427,0.63
34.70988806,87.19064222,127.0485793,Rainy,1008.553325,0.513
33.20928792,70.94946074,188.9086784,Stress,1008.471926,0
34.91810263,88.14111034,67.614681,Rainy,1006.758606,0.504
28.37571512,88.74622478,86.83698023,Rainy,1012.140105,0.681
27.38375964,76.05216137,144.6056388,Transitional,1012.158726,0.529
20.65263502,75.51308975,137.7691119,Winter,1019.563231,0.571
20.396709,66.03078393,96.56365038,Winter,1016.735746,0.604
26.77405594,63.75959643,193.8184578,Stress,1012.501278,0.092
28.74842933,65.64722974,175.3986391,Rainy,1012.1822,0.666
31.47948317,62.60073528,196.527224,Stress,1010.209002,0.016
23.75241522,83.08975068,152.0612759,Rainy,1014.441685,0.714
20.37010663,78.23436575,55.56687361,Winter,1019.330156,0.603
23.75173131,72.92092112,110.0410667,Winter,1015.492773,0.725
20.06331379,60.24286794,72.29180223,Winter,1017.078063,0.558
24.71243285,84.66737813,184.5211368,Stress,1015.67212,0.097
21.05774723,60.17729003,118.8303561,Winter,1017.239341,0.576
20.14226072,73.71168459,199.0432965,Stress,1019.507283,0
34.41375542,65.98629463,153.0248495,Summer,1007.665017,0.368
30.46745801,72.53708742,59.9301332,Rainy,1010.953275,0.71
28.0645081,84.33763339,182.9150838,Stress,1012.690491,0.113
23.13832472,69.87724586,101.8108594,Winter,1016.291757,0.718
34.18840709,86.75812903,50.53045087,Rainy,1007.765382,0.568
24.91571758,79.06997219,192.2211632,Stress,1014.984469,0.088
21.81148852,60.36911685,104.7268703,Winter,1016.170955,0.623
33.44258799,78.82389381,198.3562088,Stress,1008.004196,0
32.42671233,67.91398923,141.0963585,Summer,1008.175425,0.445
26.50269663,81.1366274,84.21690589,Rainy,1013.351432,0.767
34.46917654,87.33439392,57.2673977,Rainy,1007.948397,0.542
29.02581819,65.21600089,188.094361,Stress,1011.026067,0.086
32.66760586,63.98597638,158.2318009,Summer,1008.165726,0.425
20.81744768,69.65618343,106.6558496,Winter,1019.486983,0.62
21.18358953,70.07545554,197.0228917,Stress,1018.586414,0.029
30.86930843,78.66897615,60.19256509,Rainy,1010.822185,0.698
34.37257428,73.60243601,186.6246689,Stress,1006.416552,0
23.47348138,85.28203178,65.2732703,Rainy,1015.197818,0.794
21.93064756,85.24450316,192.7293784,Stress,1018.053377,0.063
20.11672803,65.26221834,144.278187,Winter,1019.27846,0.544
20.46512668,62.03983164,100.5509532,Winter,1018.259948,0.605
33.74216641,60.77168518,120.8381356,Summer,1007.851717,0.406
31.30326568,78.72885168,185.0463584,Stress,1009.485331,0.037
33.35851607,62.42104397,94.03149153,Summer,1008.325271,0.455
20.41325968,65.98097212,71.54455291,Winter,1017.950687,0.605
29.64417685,80.08205238,183.5921305,Stress,1011.412104,0.077
29.12575081,70.28886484,168.917439,Rainy,1011.961396,0.664
30.19383253,67.69673239,77.07921156,Summer,1009.771483,0.558
26.53286676,74.06911248,90.00990021,Rainy,1014.328996,0.767
34.63740515,68.39549353,100.0389782,Summer,1006.147744,0.437
33.05872089,70.17657621,50.48804583,Summer,1008.029586,0.472
27.96510838,61.60604543,180.7640997,Stress,1012.436063,0.085
21.98682228,63.98714678,107.2209368,Winter,1016.994514,0.67
32.35415807,66.14486237,133.6828405,Summer,1009.151909,0.457
34.0845522,66.47223176,121.6353272,Summer,1007.314247,0.422
21.50336193,71.90194254,130.500679,Winter,1017.859196,0.609
26.6298591,87.2979873,71.48229917,Rainy,1013.294664,0.713
25.05672756,73.18549745,105.469671,Rainy,1015.558742,0.773
24.6715854,85.93378704,113.6038033,Rainy,1015.913601,0.748
33.70819888,61.0720648,146.4466057,Summer,1007.528723,0.374
27.30947503,81.11933401,194.3768415,Stress,1013.377618,0.086
20.04879012,65.57689147,86.20435646,Winter,1019.126443,0.592
29.05770292,70.86968443,109.9242038,Summer,1011.650591,0.59
21.74510316,62.91890409,188.6818555,Stress,1018.656191,0.049
32.16469836,69.05759957,153.8660235,Summer,1009.931285,0.434
31.989143,74.25650444,109.1833343,Rainy,1010.184977,0.663
34.34934715,60.70376302,102.1781903,Summer,1007.303932,0.414
29.36923258,66.08140494,183.1114358,Stress,1011.760432,0.083
21.74872751,71.44839743,96.67662486,Winter,1018.010238,0.649
22.67824387,63.10023399,195.1015026,Stress,1017.536617,0.067
31.73153453,68.6979911,77.28955353,Summer,1009.380311,0.512
33.16124378,69.0482007,74.32252683,Summer,1008.21182,0.469
22.45257701,77.22598674,50.97188291,Winter,1016.819127,0.672
30.25106753,63.4903758,116.9166644,Summer,1011.289476,0.55
29.1827332,68.64659131,79.68650599,Summer,1011.874581,0.603
33.45752091,64.45964068,139.2166603,Summer,1009.607095,0.434
23.82919085,74.99371652,63.63330585,Winter,1016.025753,0.727
33.70969298,62.42467441,78.14594722,Summer,1007.848906,0.445
33.30832268,67.58870986,57.10737316,Summer,1007.944648,0.465
24.31247508,71.90375739,96.40415399,Rainy,1015.807689,0.767
28.43504808,63.15130378,100.9376716,Rainy,1011.582516,0.783
27.78117216,77.28615838,70.63265054,Rainy,1012.119413,0.767
21.63240459,74.37333986,196.9538682,Stress,1017.76454,0.04
29.67546174,63.48477861,113.3397235,Summer,1011.681486,0.572
32.06971235,65.78932092,159.65847,Summer,1009.601968,0.429
31.856182,64.73772635,72.89361288,Summer,1010.62656,0.529
28.64372291,83.49844566,169.1387501,Rainy,1012.711538,0.678
29.93277812,63.88926774,146.6838818,Summer,1011.25768,0.522
24.87032679,86.65639935,190.2068798,Stress,1015.420729,0.068
34.29195739,60.09411869,134.6134632,Summer,1006.821839,0.362
25.89529056,82.50641917,195.7154335,Stress,1014.727551,0.084
31.70038985,69.87424402,117.0772581,Summer,1009.296644,0.501
32.11344163,73.94402861,189.7369888,Stress,1009.562747,0.014
29.19810934,86.56320673,108.5650736,Rainy,1011.819437,0.724
29.85563118,67.44201653,185.3195718,Stress,1012.105937,0.07
33.44409708,70.51130641,118.5148199,Summer,1008.561453,0.446
29.35921451,70.43365717,88.1230748,Summer,1012.091393,0.583
32.6016982,87.0764296,181.1910596,Stress,1009.732153,0
23.81654932,61.88646147,109.1114685,Winter,1015.757708,0.703
21.11763296,80.46324155,183.734165,Stress,1017.893853,0.041
25.52393934,61.2641713,60.05397463,Rainy,1014.955543,0.738
30.78529126,60.15495521,115.9273534,Summer,1008.973336,0.494
33.92857991,70.12289626,149.0123772,Summer,1008.016078,0.388
29.95065074,84.43284182,193.6661113,Stress,1011.239617,0.059
21.77772042,86.53605929,180.9049533,Stress,1018.494014,0.042
30.01324447,67.71560694,171.0469305,Rainy,1011.724358,0.634
27.74252455,69.79240399,185.6085649,Stress,1012.34795,0.095
33.0183466,66.23353637,198.4600074,Stress,1008.536807,0
29.05620721,70.20524549,109.5822556,Summer,1011.654698,0.591
29.68351092,76.45456212,188.9375117,Stress,1011.726381,0.07
30.92871816,71.01083859,153.6783375,Summer,1010.039625,0.471
25.47432687,74.35493354,189.752748,Stress,1014.850485,0.091
20.6574375,69.75891997,149.0606371,Winter,1018.309557,0.554
24.79928747,69.7513822,56.86781275,Rainy,1015.189817,0.767
33.37709021,72.37187919,188.7623553,Stress,1007.45701,0
24.78208658,86.50863199,80.97957137,Rainy,1015.260596,0.738
30.69837221,87.35653244,199.4629605,Stress,1010.553024,0
31.46445007,70.47733072,130.5020686,Summer,1009.671332,0.488
30.0372917,69.63470727,53.31320548,Summer,1010.671688,0.563
25.0933191,80.03859609,138.7963368,Rainy,1015.331055,0.716
29.36926079,68.63494511,136.6272547,Summer,1011.284689,0.543
20.9949342,78.02617039,114.9902473,Winter,1017.171961,0.614
23.1173781,79.85354187,110.0539149,Winter,1016.01302,0.692
22.90132217,74.23990897,181.5527061,Stress,1016.815195,0.089
31.28922801,76.32821012,128.9547125,Rainy,1010.508111,0.656
30.93254715,61.10280165,109.2170065,Summer,1010.673816,0.511
25.14130737,85.49251017,51.11754758,Rainy,1013.529081,0.779
23.21331194,83.86065502,198.9023021,Stress,1016.732053,0.078
25.62153084,62.42879291,81.67357486,Rainy,1014.995524,0.767
21.69817199,62.48526518,103.6606924,Winter,1017.194838,0.647
23.05394015,68.99330413,70.14902854,Winter,1016.132393,0.706
23.50900078,63.34266618,63.96386551,Winter,1016.945814,0.711
21.41913213,82.13537211,197.01773,Stress,1017.052219,0.035
22.72840737,62.46438523,147.4434744,Winter,1016.52386,0.619
25.56297595,72.87412208,108.5839076,Rainy,1013.978936,0.769
26.90485888,85.43976842,140.8442525,Rainy,1013.824763,0.724
22.46482325,65.05099601,191.9229882,Stress,1016.837192,0.067
21.11517393,74.65710182,81.48106297,Winter,1017.292941,0.628
20.00395487,81.21749158,183.2677207,Stress,1019.040364,0.013
34.40378997,61.72203336,80.97679911,Summer,1007.704207,0.415
31.69597113,60.23759297,82.39901532,Summer,1009.422065,0.479
29.24937507,67.38273701,111.6626831,Summer,1011.435953,0.582
20.59608883,60.95296787,111.7875554,Winter,1018.601006,0.58
25.83641799,77.8325081,76.56687211,Rainy,1014.575622,0.767
20.32763443,72.60766311,143.3007236,Winter,1018.741121,0.552
22.78285316,68.40726062,119.0734645,Winter,1015.703292,0.668
33.63204335,71.13756648,92.86890754,Summer,1008.071257,0.455
29.49214407,65.87317753,199.7450666,Stress,1011.188188,0.063
22.0706646,67.80307501,106.72814,Winter,1017.371857,0.662
23.99859211,79.55418966,61.96490761,Winter,1015.877766,0.731
30.52293812,62.98982739,79.62648657,Summer,1010.301464,0.548
21.97778586,70.54161521,196.4248733,Stress,1017.264109,0.049
34.46961847,62.80092415,148.7659184,Summer,1007.339826,0.369
32.16048687,65.31657624,149.7799547,Summer,1009.322873,0.44
32.97130638,87.69548764,191.8603648,Stress,1008.098055,0
20.19850428,68.89766312,99.68597955,Winter,1018.658933,0.597
21.79019393,72.54207588,194.6971496,Stress,1017.937358,0.047
23.98928835,78.68390269,129.4910665,Winter,1015.370604,0.708
32.22122521,78.13954073,189.2226553,Stress,1008.601564,0.012
26.39302047,63.90724636,87.57561602,Rainy,1014.074548,0.781
22.42563591,78.60624827,67.55318279,Winter,1016.792987,0.672
31.99001832,65.40004119,102.7451658,Summer,1008.518452,0.512
26.86326715,60.02470825,182.4541987,Stress,1014.471552,0.069
33.91253899,62.11004408,87.18365618,Summer,1008.247616,0.435
29.59510034,68.08456,91.80311137,Summer,1011.416652,0.576
28.80529235,71.85793616,194.8011172,Stress,1012.358142,0.084
21.14398659,82.37397624,92.28680328,Rainy,1018.198029,0.689
22.472567,65.67434513,153.5587636,Rainy,1016.424479,0.669
29.12623312,88.21152634,85.72946726,Rainy,1011.551807,0.675
22.38782814,61.13182663,115.1325281,Winter,1016.896852,0.637
27.22116438,60.35359184,189.0608517,Stress,1013.256541,0.064
21.40788438,73.19032564,198.6652582,Stress,1017.49374,0.032
30.40247242,70.97086236,147.0201126,Summer,1010.503302,0.497
32.2529244,65.90221079,137.7455629,Summer,1009.592707,0.454
27.34202817,60.90740148,184.5326195,Stress,1012.590259,0.075
31.49704424,60.01752209,97.66285839,Summer,1010.343283,0.482
33.80037512,60.79579468,119.0803156,Summer,1008.069331,0.407
23.31377971,73.06655329,194.6164028,Stress,1016.4272,0.085
27.26493911,68.7440572,193.3828681,Stress,1013.213906,0.087
32.44543024,70.72229149,76.37792364,Summer,1008.663484,0.491
21.02880701,62.63471474,104.0086527,Winter,1018.835596,0.626
30.77750842,71.03337387,110.9616942,Summer,1010.556167,0.537
23.51724415,64.09692095,156.6372158,Rainy,1017.082465,0.712
23.14446403,66.21923825,109.882448,Winter,1015.910029,0.693
34.83608535,68.21417,103.7665932,Summer,1007.41905,0.426
21.06072871,66.79289218,88.91199417,Winter,1017.664983,0.626
34.60608195,67.88605059,94.74947486,Summer,1007.304711,0.426
33.35991611,78.33749743,184.1971607,Stress,1007.142715,0
31.3477974,81.58586539,166.8491494,Rainy,1009.805817,0.6
28.22381459,64.16010317,188.5850453,Stress,1012.412646,0.112
31.66074067,64.68118625,131.2510057,Summer,1009.653583,0.502
31.16916007,62.63194582,145.4341224,Summer,1011.046062,0.471
21.31298434,62.06400128,95.92242125,Winter,1017.655773,0.623
24.02615486,72.65899738,182.9444036,Stress,1016.525652,0.098
32.06593459,71.63174036,87.86533531,Summer,1009.6254,0.502
21.40874628,67.63004462,83.56420099,Winter,1017.76558,0.638
21.71811387,77.83105687,92.47874783,Winter,1018.052464,0.648
24.9024424,68.26254451,99.3071512,Rainy,1015.099524,0.767
21.09734945,60.06767145,190.1171119,Stress,1018.001269,0.004
25.62364438,84.40282072,156.453148,Rainy,1013.884057,0.691
20.94951424,75.50193896,100.9263592,Winter,1017.615104,0.633
33.26133441,60.96126568,54.54489896,Summer,1008.389307,0.441
20.06387576,79.28440257,146.4523215,Winter,1019.70386,0.539
31.29648941,69.70855319,138.8050951,Summer,1010.009508,0.482
23.34266657,74.8822707,196.7061717,Stress,1016.680292,0.083
23.62024314,77.45702462,78.57776242,Winter,1016.699276,0.721
34.83971624,69.86818682,62.07019267,Summer,1007.087292,0.419
30.17853447,72.79863632,93.99024722,Rainy,1011.072197,0.719
20.57758929,60.68658288,62.30706889,Winter,1018.80314,0.581
21.72586988,68.38653494,144.1995259,Winter,1017.650027,0.597
22.72999432,79.34639388,130.6905676,Winter,1016.723544,0.65
23.56058646,65.53412418,152.6551496,Rainy,1015.28048,0.706
27.83052085,70.12018262,183.6233107,Stress,1012.813848,0.097
32.68184726,62.95304448,106.0313007,Summer,1009.330478,0.486
26.47359624,81.89793847,187.4074366,Stress,1014.563979,0.094
22.0652103,86.76248564,191.8806545,Stress,1016.884192,0.032
34.83081095,78.31481503,68.72803694,Rainy,1007.857298,0.579
26.05075514,83.91004922,75.03547403,Rainy,1013.798012,0.767
26.98188339,85.47347957,151.5031599,Rainy,1013.912605,0.708
23.05227209,60.12496036,111.0276312,Winter,1016.111091,0.653
27.05207197,72.22575752,193.8949029,Stress,1012.955564,0.087
32.7844299,89.40728171,177.662888,Rainy,1008.426685,0.43
21.61750288,74.22679186,139.2847181,Winter,1017.845154,0.601
23.41598482,76.00610159,151.4230308,Rainy,1016.982857,0.703
23.8958982,75.78671951,146.9110201,Winter,1015.537288,0.666
32.05467727,65.22884837,147.829463,Summer,1009.201471,0.446
22.22135116,67.47126556,161.7957342,Rainy,1018.043425,0.648
31.00450986,89.48784232,190.7641799,Stress,1010.132112,0
23.88790754,66.26414221,64.40424391,Winter,1016.019601,0.728
24.82662827,68.21080355,185.802564,Stress,1015.665114,0.095
26.00048267,84.87585105,180.000898,Stress,1014.066434,0.101
29.95996576,66.49553879,58.68297192,Summer,1010.727387,0.565
30.73608402,71.6146249,136.725565,Summer,1009.893109,0.502
20.27529999,61.85056638,74.7185925,Winter,1018.819186,0.585
26.60950054,65.04405187,52.71184812,Rainy,1014.016658,0.767
30.89165806,68.30886667,183.043689,Stress,1009.252499,0.049
29.17350091,71.85303761,131.8055949,Summer,1012.060434,0.555
29.26485255,67.04915141,175.864767,Rainy,1011.063208,0.65
26.43989998,63.69913009,77.65827853,Rainy,1013.620983,0.779
32.08309024,64.65384341,121.0513541,Summer,1008.901428,0.503
29.03444697,67.29785122,154.2232323,Summer,1012.425508,0.528
21.69293737,69.78728106,87.45669943,Winter,1017.508977,0.647
29.24143308,66.40996717,84.8310837,Summer,1010.972727,0.601
34.23296534,60.00775709,51.39515297,Summer,1006.978028,0.4
23.33329808,60.28853885,60.49664161,Winter,1015.884112,0.668
20.0047393,62.36402681,69.69013423,Winter,1019.711983,0.582
22.43165929,77.28055185,118.7269221,Winter,1018.301379,0.657
32.81036518,61.86589133,124.2183934,Summer,1008.531274,0.443
22.31246727,69.40523318,182.6861875,Stress,1017.253728,0.073
31.21539062,68.88379462,86.55254793,Summer,1009.69623,0.527
20.40610428,67.40753557,67.53130589,Winter,1019.897825,0.604
22.11437474,63.22278481,54.34786337,Winter,1017.365,0.663
33.57610799,66.92987482,127.4023428,Summer,1008.145515,0.43
33.34383115,62.48573734,158.8837813,Summer,1009.096741,0.385
25.0107956,81.30157536,190.6840071,Stress,1014.421291,0.09
20.8030084,87.18119006,199.0266909,Stress,1018.588006,0
23.81932091,72.75125676,137.3319948,Winter,1016.160611,0.677
25.95479715,64.5095031,189.1283873,Stress,1015.431795,0.104
24.10725909,82.16821048,182.6873383,Stress,1014.816076,0.098
33.21575343,61.17142862,190.2666545,Stress,1008.486148,0
26.83178482,83.85917689,184.5769452,Stress,1012.519905,0.097
21.0160404,68.57763677,104.6776576,Winter,1018.22294,0.63
23.66643869,70.25346872,190.1113622,Stress,1017.07389,0.099
33.12370927,77.13631679,196.4681638,Stress,1008.205853,0
30.21436641,89.31121263,191.928545,Stress,1009.825207,0
31.15946452,83.78657319,196.3587683,Stress,1010.34444,0.029
29.46720899,67.35131839,150.5362636,Summer,1011.444952,0.52
29.6986326,66.69621526,181.5038607,Stress,1010.761319,0.077
20.86305208,73.767045,137.1444221,Winter,1019.436136,0.578
25.05594009,62.64205239,52.0527485,Rainy,1014.701188,0.769
21.53844062,77.69339857,188.0555701,Stress,1017.455373,0.047
21.56699842,71.48094206,70.85114186,Winter,1018.737282,0.643
28.31142801,65.87687248,180.6340791,Stress,1013.096988,0.11
32.42896429,86.72396367,88.23467446,Rainy,1008.693047,0.622
24.29104146,66.1574524,195.8362639,Stress,1016.780662,0.084
34.90498748,62.95668398,61.43035008,Summer,1008.27524,0.416
32.61357777,87.53428782,191.8440061,Stress,1007.988338,0
22.56660479,60.44839219,71.87071866,Winter,1016.186761,0.644
25.25630959,79.73158283,184.733436,Stress,1015.767768,0.096
26.6780386,71.77861932,53.6361217,Rainy,1013.895041,0.767
23.59614606,70.64780936,76.35338205,Winter,1015.879543,0.721
34.36282972,73.42504344,183.341814,Stress,1007.650701,0
28.22290083,72.36418852,167.7305506,Rainy,1012.73027,0.693
21.60246728,72.38819681,63.21801611,Winter,1017.884576,0.644
26.65787078,84.807807,165.9035282,Rainy,1014.12476,0.678
22.23331017,71.65625809,83.4622329,Winter,1017.883232,0.665
34.86375497,78.97003475,193.7193812,Stress,1007.509433,0
30.97610439,67.00473334,138.4077534,Summer,1010.192002,0.492
20.8154725,61.35122,89.41419163,Winter,1017.953019,0.597
25.87195114,89.00955702,154.0131289,Rainy,1014.117291,0.596
21.55158065,67.76101168,55.99383861,Winter,1016.64792,0.642
29.96379744,60.98464889,65.74642022,Summer,1010.644478,0.54
33.3758864,60.30675883,139.1578943,Summer,1008.440033,0.385
22.7947886,77.13486502,116.6632636,Winter,1017.293989,0.672
23.31005135,66.2572891,94.01428654,Winter,1015.179761,0.713
22.8281039,74.98358127,57.3004956,Winter,1017.025466,0.685
21.20107208,70.86248865,124.160657,Winter,1018.040795,0.608
30.86756274,63.08346701,195.5776729,Stress,1010.053923,0.035
20.95373361,78.36795584,162.3286262,Rainy,1018.360442,0.606
26.78231168,70.31465159,56.35198734,Rainy,1014.518618,0.767
20.56750187,78.70988122,138.4203119,Winter,1018.700924,0.567
20.95020517,60.34837575,64.45804793,Winter,1018.202014,0.589
30.08846222,80.18731409,189.1338256,Stress,1010.814692,0.061
31.01540692,60.82515078,95.53308614,Summer,1010.090692,0.506
25.29532223,67.94055696,184.9038667,Stress,1014.593808,0.096
20.4327872,62.78379108,89.20487034,Winter,1017.943156,0.602
34.99771196,78.17982897,56.32851618,Rainy,1007.654699,0.574
24.63565857,74.36541408,196.3364499,Stress,1016.155962,0.084
20.25863526,66.1952911,199.1275056,Stress,1018.491942,0.003
20.10563817,64.38724663,163.7867482,Rainy,1019.111728,0.592
28.88185054,63.21610958,146.2962983,Rainy,1012.160175,0.706
22.0707891,79.13557918,82.50894537,Winter,1016.627054,0.66
27.72153497,60.66857858,188.0458422,Stress,1012.318192,0.068
20.38544467,70.12561443,75.94952354,Winter,1019.077864,0.603
28.65202405,73.86732062,129.23088,Rainy,1012.04608,0.735
29.03295532,64.08243496,151.3498115,Summer,1011.915593,0.544
33.43018933,72.86258312,73.92286104,Rainy,1007.098134,0.621
31.54808224,67.05527351,152.5601516,Summer,1009.880839,0.455
22.6752434,76.46843868,196.605087,Stress,1016.735307,0.067
25.20648331,89.75671882,165.8724279,Rainy,1014.820575,0.556
22.53611542,74.82193283,172.5184734,Rainy,1016.997614,0.644
20.50672193,62.79492828,112.8495326,Winter,1018.716985,0.598
29.82912281,65.34403247,198.4984437,Stress,1009.787947,0.057
29.41599198,63.50560779,92.81711418,Summer,1011.067909,0.587
26.12746117,61.92285138,157.4584632,Rainy,1013.680625,0.676
28.74942819,66.46722506,193.7911526,Stress,1011.359465,0.086
22.58420836,87.89780785,198.3454648,Stress,1017.482915,0.011
21.27331662,87.9913129,191.5145184,Stress,1017.547237,0
22.98829868,72.45829391,91.55123444,Winter,1016.108841,0.705
33.23994249,73.55867212,74.62760522,Rainy,1007.981458,0.627
34.45751072,60.4628289,118.2458115,Summer,1007.264615,0.385
23.4505833,70.40449718,70.13765999,Winter,1016.818382,0.717
23.93885207,65.79159632,181.8028004,Stress,1015.164404,0.115
23.02616172,64.09638457,126.2583158,Winter,1016.021196,0.679
23.50710696,76.49034174,81.29941222,Winter,1017.625949,0.718
24.17730326,81.39822289,180.6636648,Stress,1016.682661,0.1
27.3167663,69.03150355,192.4636207,Stress,1013.815804,0.088
25.71737414,75.72954146,81.76362033,Rainy,1014.968578,0.767
23.85945944,69.96263517,53.99168564,Winter,1016.170895,0.728
33.61247372,69.88664969,58.99715448,Summer,1007.11769,0.456
22.86679602,64.51535119,144.93849,Winter,1015.871829,0.652
26.34160208,67.19703192,107.2792177,Rainy,1014.112651,0.77
27.48273721,75.56909964,133.0991039,Transitional,1012.395074,0.56
22.97789312,66.13468311,114.6570419,Winter,1017.142746,0.681
30.45554471,74.5466856,197.6725731,Stress,1011.046319,0.043
30.15078181,69.20202933,72.80780869,Summer,1010.202053,0.559
